sampleID,domTaxa,relabund,mgCST
sample_36,Lactobacillus_crispatus_1,0.798596224987874,1
sample_37,Lactobacillus_crispatus_1,0.985771449696894,1
sample_38,Lactobacillus_crispatus_1,0.940946425782649,1
sample_39,Lactobacillus_crispatus_1,0.96513261075801,1
sample_40,Lactobacillus_crispatus_1,0.982611353949316,1
sample_41,Lactobacillus_crispatus_1,0.976605765130111,1
sample_42,Lactobacillus_crispatus_1,0.8396975066195,1
sample_43,Lactobacillus_crispatus_1,0.753901083089859,1
sample_44,Lactobacillus_crispatus_1,0.977256539671345,1
sample_45,Lactobacillus_crispatus_1,0.875667544915362,1
sample_46,Lactobacillus_crispatus_1,0.949937592489278,1
sample_47,Lactobacillus_crispatus_1,0.974138558297719,1
sample_48,Lactobacillus_crispatus_1,0.856248126040475,1
sample_49,Lactobacillus_crispatus_1,0.963281033713198,1
sample_50,Lactobacillus_crispatus_1,0.916584940884922,1
sample_51,Lactobacillus_crispatus_1,0.981386881970558,1
sample_52,Lactobacillus_crispatus_1,0.946774107353878,1
sample_53,Lactobacillus_crispatus_1,0.838202374622524,1
sample_54,Lactobacillus_crispatus_1,0.95295322902837,1
sample_55,Lactobacillus_crispatus_1,0.902815376176032,1
sample_56,Lactobacillus_crispatus_1,0.925421775180101,1
sample_57,Lactobacillus_crispatus_1,0.987786651656432,1
sample_58,Lactobacillus_crispatus_1,0.995071390655105,1
sample_59,Lactobacillus_crispatus_1,0.891796200059926,1
sample_60,Lactobacillus_crispatus_1,0.956516716859482,1
sample_61,Lactobacillus_crispatus_1,0.941181140724445,1
sample_62,Lactobacillus_crispatus_1,0.650083815591485,1
sample_63,Lactobacillus_crispatus_1,0.946246324294558,1
sample_64,Lactobacillus_crispatus_1,0.995240855885097,1
sample_65,Lactobacillus_crispatus_1,0.986047918487863,1
sample_66,Lactobacillus_crispatus_1,0.913405885888481,1
sample_67,Lactobacillus_crispatus_1,0.913305185722894,1
sample_68,Lactobacillus_crispatus_1,0.808169545992597,1
sample_69,Lactobacillus_crispatus_1,0.989691065357434,1
sample_70,Lactobacillus_crispatus_1,0.935824687467484,1
sample_71,Lactobacillus_crispatus_1,0.940733531908997,1
sample_72,Lactobacillus_crispatus_1,0.73767695903024,1
sample_73,Lactobacillus_crispatus_1,0.871546248645827,1
sample_74,Lactobacillus_crispatus_1,0.976857013262698,1
sample_75,Lactobacillus_crispatus_1,0.711494505210687,1
sample_76,Lactobacillus_crispatus_1,0.954168719145678,1
sample_77,Lactobacillus_crispatus_1,0.943425033320875,1
sample_78,Lactobacillus_crispatus_1,0.99088334957695,1
sample_79,Lactobacillus_crispatus_1,0.929990199426156,1
sample_80,Lactobacillus_crispatus_1,0.933866539897876,1
sample_81,Lactobacillus_crispatus_1,0.981360691227368,1
sample_82,Lactobacillus_crispatus_1,0.978938972135808,1
sample_83,Lactobacillus_crispatus_1,0.649285171559811,1
sample_84,Lactobacillus_crispatus_1,0.98151600638876,1
sample_85,Lactobacillus_crispatus_1,0.994127900299791,1
sample_86,Lactobacillus_crispatus_1,0.603707912833257,1
sample_87,Lactobacillus_crispatus_1,0.277325694889288,1
sample_88,Lactobacillus_crispatus_1,0.951725692642542,1
sample_89,Lactobacillus_crispatus_1,0.972776609945421,1
sample_90,Lactobacillus_crispatus_1,0.910182784946302,1
sample_91,Lactobacillus_crispatus_1,0.603962136876602,1
sample_92,Lactobacillus_crispatus_1,0.836794871291485,1
sample_93,Lactobacillus_crispatus_1,0.98672960895684,1
sample_94,Lactobacillus_crispatus_1,0.953615424649248,1
sample_95,Lactobacillus_crispatus_1,0.705361277995039,1
sample_96,Lactobacillus_crispatus_1,0.808186267653216,1
sample_97,Lactobacillus_crispatus_1,0.878370234499328,1
sample_98,Lactobacillus_crispatus_1,0.867249204387625,1
sample_99,Lactobacillus_crispatus_1,0.962954158088406,1
sample_100,Lactobacillus_crispatus_1,0.974190279330508,1
sample_101,Lactobacillus_crispatus_1,0.956258767643732,1
sample_102,Lactobacillus_crispatus_1,0.936488859578318,1
sample_103,Lactobacillus_crispatus_1,0.878838762455782,1
sample_104,Lactobacillus_crispatus_1,0.742838517132586,1
sample_105,Lactobacillus_crispatus_1,0.90743990166068,1
sample_106,Lactobacillus_crispatus_1,0.74736474420712,1
sample_107,Lactobacillus_crispatus_1,0.975507830211898,1
sample_108,Lactobacillus_crispatus_1,0.991728408580245,1
sample_109,Lactobacillus_crispatus_1,0.96151266114328,1
sample_110,Lactobacillus_crispatus_1,0.988002402642581,1
sample_111,Lactobacillus_crispatus_1,0.985002212613496,1
sample_112,Lactobacillus_crispatus_1,0.978780523961993,1
sample_113,Lactobacillus_crispatus_1,0.798927615531339,1
sample_114,Lactobacillus_crispatus_1,0.962021030189917,1
sample_115,Lactobacillus_crispatus_1,0.884895487097957,1
sample_116,Lactobacillus_crispatus_1,0.989569029011666,1
sample_117,Lactobacillus_crispatus_1,0.983767594951305,1
sample_118,Lactobacillus_crispatus_1,0.927351438283037,1
sample_119,Lactobacillus_crispatus_1,0.993498660514779,1
sample_120,Lactobacillus_crispatus_1,0.955957346890574,1
sample_121,Lactobacillus_crispatus_1,0.983049775009758,1
sample_122,Lactobacillus_crispatus_1,0.981277944439121,1
sample_123,Lactobacillus_crispatus_1,0.919951628868593,1
sample_124,Lactobacillus_crispatus_1,0.987343283658699,1
sample_125,Lactobacillus_crispatus_1,0.724897430133798,1
sample_126,Lactobacillus_crispatus_1,0.991740285483052,1
sample_127,Lactobacillus_crispatus_1,0.904675448487015,1
sample_128,Lactobacillus_crispatus_1,0.954381387806142,1
sample_129,Lactobacillus_crispatus_1,0.962925623882183,1
sample_130,Lactobacillus_crispatus_1,0.867217241643138,1
sample_131,Lactobacillus_crispatus_1,0.981417649761553,1
sample_132,Lactobacillus_crispatus_1,0.701095706447755,1
sample_133,Lactobacillus_crispatus_1,0.972559761853662,1
sample_134,Lactobacillus_crispatus_1,0.993406357827078,1
sample_135,Lactobacillus_crispatus_1,0.698193366022444,1
sample_136,Lactobacillus_crispatus_1,0.931392185772981,1
sample_137,Lactobacillus_crispatus_1,0.956731769599506,1
sample_138,Lactobacillus_crispatus_1,0.961923352885842,1
sample_139,Lactobacillus_crispatus_1,0.9423879483491,1
sample_140,Lactobacillus_crispatus_1,0.559962588413497,1
sample_141,Lactobacillus_crispatus_1,0.690062115939611,1
sample_142,Lactobacillus_crispatus_1,0.98651541818561,1
sample_143,Lactobacillus_crispatus_1,0.993389969862124,1
sample_144,Lactobacillus_crispatus_1,0.943450937799519,1
sample_145,Lactobacillus_crispatus_1,0.993734716601163,1
sample_146,Lactobacillus_crispatus_1,0.921187730225222,1
sample_147,Lactobacillus_crispatus_1,0.569324669133593,1
sample_148,Lactobacillus_crispatus_1,0.513221336478404,1
sample_149,Lactobacillus_crispatus_1,0.978176383200328,1
sample_150,Lactobacillus_crispatus_1,0.672734533286698,1
sample_151,Lactobacillus_crispatus_1,0.988762300005418,1
sample_152,Lactobacillus_crispatus_1,0.978634000806752,1
sample_153,Lactobacillus_crispatus_1,0.828076657856144,1
sample_154,Lactobacillus_crispatus_1,0.993865520096611,1
sample_155,Lactobacillus_crispatus_1,0.958075328525745,1
sample_156,Lactobacillus_crispatus_1,0.976752451600867,1
sample_157,Lactobacillus_crispatus_1,0.989978899330457,1
sample_158,Lactobacillus_crispatus_1,0.993124737240637,1
sample_159,Lactobacillus_crispatus_1,0.740448038228001,1
sample_160,Lactobacillus_crispatus_1,0.978127805656271,1
sample_161,Lactobacillus_crispatus_1,0.961667883828516,1
sample_162,Lactobacillus_crispatus_1,0.903401575302088,1
sample_163,Lactobacillus_crispatus_1,0.97179541003018,1
sample_164,Lactobacillus_crispatus_1,0.861722178859295,1
sample_165,Lactobacillus_crispatus_1,0.990178167396968,1
sample_166,Lactobacillus_crispatus_1,0.931114898407879,1
sample_167,Lactobacillus_crispatus_1,0.786069524372932,1
sample_168,Lactobacillus_crispatus_1,0.884477950903648,1
sample_169,Lactobacillus_crispatus_1,0.826844882922362,1
sample_170,Lactobacillus_crispatus_1,0.987836415345271,1
sample_171,Lactobacillus_crispatus_1,0.97275982685788,1
sample_172,Lactobacillus_crispatus_1,0.961998820665809,1
sample_173,Lactobacillus_crispatus_1,0.875872538892541,1
sample_174,Lactobacillus_crispatus_1,0.920166062541238,1
sample_175,Lactobacillus_crispatus_1,0.992337614726809,1
sample_176,Lactobacillus_crispatus_1,0.96532086342287,1
sample_177,Lactobacillus_crispatus_1,0.647300588262178,1
sample_178,Lactobacillus_crispatus_1,0.93673579433856,1
sample_179,Lactobacillus_crispatus_1,0.994362040180015,1
sample_180,Lactobacillus_crispatus_1,0.990657348374047,1
sample_181,Lactobacillus_crispatus_1,0.83764244739869,1
sample_182,Lactobacillus_crispatus_1,0.987201884905679,1
sample_183,Lactobacillus_crispatus_1,0.759097923750476,1
sample_184,Lactobacillus_crispatus_1,0.508110105316777,1
sample_185,Lactobacillus_crispatus_1,0.988170678011201,1
sample_186,Lactobacillus_crispatus_1,0.608457737192341,1
sample_187,Gardnerella_vaginalis_1,0.429180224342078,1
sample_188,Lactobacillus_crispatus_1,0.891780397551896,1
sample_189,Lactobacillus_crispatus_1,0.992642997591852,1
sample_190,Lactobacillus_crispatus_1,0.791793599299379,1
sample_191,Lactobacillus_crispatus_1,0.988787819520718,1
sample_192,Lactobacillus_crispatus_1,0.965671208205702,1
sample_193,Lactobacillus_crispatus_1,0.947983838133014,1
sample_194,Lactobacillus_crispatus_1,0.927142352196536,1
sample_195,Lactobacillus_crispatus_1,0.926349010548384,1
sample_196,Lactobacillus_crispatus_1,0.540950119211357,1
sample_197,Lactobacillus_crispatus_1,0.95674808188826,1
sample_198,Lactobacillus_crispatus_1,0.985674435813261,1
sample_199,Lactobacillus_crispatus_1,0.974372404197834,1
sample_200,Lactobacillus_crispatus_1,0.680609227864141,1
sample_201,Lactobacillus_crispatus_1,0.967744394743263,1
sample_202,Lactobacillus_crispatus_1,0.988080414987572,1
sample_203,Lactobacillus_crispatus_1,0.928696178360475,1
sample_204,Lactobacillus_crispatus_1,0.996852292321071,1
sample_205,Lactobacillus_crispatus_1,0.991090113620669,1
sample_206,Lactobacillus_crispatus_1,0.660195299953311,1
sample_207,Lactobacillus_crispatus_1,0.716397009984649,1
sample_208,Lactobacillus_crispatus_1,0.994086941138419,1
sample_209,Lactobacillus_crispatus_1,0.911765196465972,1
sample_210,Lactobacillus_crispatus_1,0.801655132052146,1
sample_211,Lactobacillus_crispatus_1,0.991148107381841,1
sample_212,Lactobacillus_crispatus_1,0.532652087471764,1
sample_213,Lactobacillus_crispatus_1,0.985541842051582,1
sample_214,Lactobacillus_crispatus_1,0.981259610957343,1
sample_215,Lactobacillus_crispatus_1,0.847865360785565,1
sample_216,Lactobacillus_crispatus_1,0.661648103497655,1
sample_217,Lactobacillus_crispatus_1,0.984983499263703,1
sample_218,Lactobacillus_crispatus_1,0.966714129616314,1
sample_219,Lactobacillus_crispatus_1,0.993660446821271,1
sample_220,Lactobacillus_crispatus_1,0.978133955985442,1
sample_221,Lactobacillus_crispatus_1,0.797854501354973,1
sample_222,Lactobacillus_crispatus_1,0.984815575839605,1
sample_223,Lactobacillus_crispatus_1,0.905728811091677,1
sample_224,Lactobacillus_crispatus_1,0.934106875077412,1
sample_225,Lactobacillus_crispatus_1,0.74341731183703,1
sample_226,Lactobacillus_crispatus_1,0.705348413525698,1
sample_227,Lactobacillus_jensenii_1,0.368548203012191,1
sample_228,Lactobacillus_crispatus_1,0.992056883745949,1
sample_229,Lactobacillus_crispatus_1,0.84388734511988,1
sample_230,Lactobacillus_crispatus_1,0.566182819758098,1
sample_231,Lactobacillus_crispatus_1,0.86539751184295,1
sample_232,Lactobacillus_crispatus_1,0.943169231999472,1
sample_233,Lactobacillus_crispatus_1,0.987234568984526,1
sample_234,Lactobacillus_crispatus_1,0.983647409642614,1
sample_235,Lactobacillus_crispatus_1,0.943526998993874,1
sample_236,Lactobacillus_crispatus_1,0.791822670059754,1
sample_237,Lactobacillus_crispatus_1,0.933120293296737,1
sample_238,Lactobacillus_crispatus_1,0.830044113588677,1
sample_239,Lactobacillus_crispatus_1,0.934659489570484,1
sample_240,Lactobacillus_crispatus_1,0.955803178138811,1
sample_241,Lactobacillus_crispatus_1,0.991739863029998,1
sample_242,Lactobacillus_crispatus_1,0.726816282379264,1
sample_243,Lactobacillus_crispatus_1,0.90473282817193,1
sample_244,Lactobacillus_crispatus_1,0.931389774267493,1
sample_245,Lactobacillus_crispatus_1,0.991334439349153,1
sample_246,Lactobacillus_crispatus_1,0.704452156390549,1
sample_247,Lactobacillus_crispatus_1,0.989687738094535,1
sample_248,Lactobacillus_crispatus_1,0.991324547882156,1
sample_249,Lactobacillus_crispatus_1,0.771419855217148,1
sample_250,Lactobacillus_crispatus_1,0.267087485854894,1
sample_251,Lactobacillus_crispatus_1,0.973191689921452,1
sample_252,Lactobacillus_crispatus_1,0.981462523730565,1
sample_253,Lactobacillus_crispatus_1,0.615423448322703,1
sample_254,Lactobacillus_crispatus_1,0.981795951893258,1
sample_255,Lactobacillus_crispatus_1,0.965468212595228,1
sample_256,Lactobacillus_crispatus_1,0.684991166852518,1
sample_257,Lactobacillus_crispatus_1,0.746706709412177,1
sample_258,Lactobacillus_crispatus_1,0.985744644513992,1
sample_259,Lactobacillus_crispatus_1,0.992848044232823,1
sample_260,Lactobacillus_crispatus_1,0.553157685287225,1
sample_261,Lactobacillus_iners_1,0.933675003087052,10
sample_262,Lactobacillus_iners_1,0.875073491310089,10
sample_263,Lactobacillus_iners_1,0.921069726073791,10
sample_264,Lactobacillus_iners_1,0.798495155920271,10
sample_265,Lactobacillus_iners_1,0.869740226922733,10
sample_266,Lactobacillus_iners_1,0.849125666509845,10
sample_267,Lactobacillus_iners_1,0.829625949600171,10
sample_268,Lactobacillus_iners_1,0.786330133953021,10
sample_269,Lactobacillus_iners_1,0.895324261716944,10
sample_270,Lactobacillus_iners_1,0.753335463519004,10
sample_271,Lactobacillus_iners_1,0.946332540414467,10
sample_272,Lactobacillus_iners_1,0.905735415331074,10
sample_273,Lactobacillus_iners_1,0.807528328346025,10
sample_274,Lactobacillus_iners_1,0.795816359882335,10
sample_275,Lactobacillus_iners_1,0.898791073530299,10
sample_276,Lactobacillus_iners_1,0.941956776726121,10
sample_277,Lactobacillus_iners_1,0.542148349734477,10
sample_278,Lactobacillus_iners_1,0.927335664043115,10
sample_279,Lactobacillus_iners_1,0.921139116784484,10
sample_280,Lactobacillus_iners_1,0.887071500255295,10
sample_281,Lactobacillus_iners_1,0.795530070880774,10
sample_282,Lactobacillus_iners_1,0.844511057276378,10
sample_283,Lactobacillus_iners_1,0.861579940259415,10
sample_284,Lactobacillus_iners_1,0.869395618449367,10
sample_285,Lactobacillus_iners_1,0.872602876049439,10
sample_286,Lactobacillus_iners_1,0.707270703424314,10
sample_287,Lactobacillus_iners_1,0.819895067981345,10
sample_288,Lactobacillus_iners_1,0.908635174409942,10
sample_289,Lactobacillus_iners_1,0.912829838759939,10
sample_290,Lactobacillus_iners_1,0.86735539769027,10
sample_291,Lactobacillus_iners_1,0.695997755057424,10
sample_292,Lactobacillus_iners_1,0.64334931634503,10
sample_293,Lactobacillus_iners_1,0.854554637917399,10
sample_294,Lactobacillus_iners_1,0.915593203508187,10
sample_295,Lactobacillus_iners_1,0.839053286363978,10
sample_296,Lactobacillus_iners_1,0.897135583664787,10
sample_297,Lactobacillus_iners_1,0.769914085240652,10
sample_298,Lactobacillus_iners_1,0.869587144266772,10
sample_299,Lactobacillus_iners_1,0.882905227561124,10
sample_300,Lactobacillus_iners_1,0.929346214430007,10
sample_301,Lactobacillus_iners_1,0.930284740220208,10
sample_302,Lactobacillus_iners_1,0.71571913844111,10
sample_303,Lactobacillus_iners_1,0.917663247706189,10
sample_304,Lactobacillus_iners_1,0.773816902148222,10
sample_305,Lactobacillus_iners_1,0.842448161089326,10
sample_306,Lactobacillus_iners_1,0.752323308798963,10
sample_307,Lactobacillus_iners_1,0.923448652829393,10
sample_308,Lactobacillus_iners_1,0.837708016614941,10
sample_309,Lactobacillus_iners_1,0.863944015358246,10
sample_310,Lactobacillus_iners_1,0.930132629232661,10
sample_311,Lactobacillus_iners_1,0.931129130155084,10
sample_312,Lactobacillus_iners_1,0.902564162432992,10
sample_313,Lactobacillus_iners_1,0.755670685784791,10
sample_314,Lactobacillus_iners_1,0.954427334374288,10
sample_315,Lactobacillus_iners_1,0.908849949946452,10
sample_316,Lactobacillus_iners_1,0.938435153265936,10
sample_317,Lactobacillus_iners_1,0.788903591100717,10
sample_318,Lactobacillus_iners_1,0.571924477842557,10
sample_319,Lactobacillus_iners_1,0.849389464198429,10
sample_320,Lactobacillus_iners_1,0.905144656807778,10
sample_321,Lactobacillus_iners_1,0.932909278835578,10
sample_322,Lactobacillus_iners_1,0.84507894116723,10
sample_323,Lactobacillus_iners_1,0.807348951353924,10
sample_324,Lactobacillus_iners_1,0.953068225675038,10
sample_325,Lactobacillus_iners_1,0.942380663030415,10
sample_326,Lactobacillus_iners_1,0.815478746108068,10
sample_327,Lactobacillus_iners_1,0.878224950321303,10
sample_328,Lactobacillus_iners_1,0.738809910059143,10
sample_329,Lactobacillus_iners_1,0.884233931512974,10
sample_330,Lactobacillus_iners_1,0.859090492191894,10
sample_331,Lactobacillus_iners_1,0.863466657735769,10
sample_332,Lactobacillus_iners_1,0.904466600114183,10
sample_333,Lactobacillus_iners_1,0.758293548409734,10
sample_334,Lactobacillus_iners_1,0.871040107890808,10
sample_335,Lactobacillus_iners_1,0.922989810748704,10
sample_336,Lactobacillus_iners_1,0.86476520361621,10
sample_337,Lactobacillus_iners_1,0.906864852947385,10
sample_338,Lactobacillus_iners_1,0.713959449959477,10
sample_339,Lactobacillus_iners_1,0.700666614234943,10
sample_340,Lactobacillus_iners_1,0.860507647568937,10
sample_341,Lactobacillus_iners_1,0.833109892685151,10
sample_342,Lactobacillus_iners_1,0.894427288785947,10
sample_343,Lactobacillus_iners_1,0.635531652094417,10
sample_344,Lactobacillus_iners_1,0.883784377402895,10
sample_345,Lactobacillus_iners_1,0.776908401718991,10
sample_346,Lactobacillus_iners_1,0.923702629331551,10
sample_347,Lactobacillus_iners_1,0.824236425339366,10
sample_348,Lactobacillus_iners_1,0.894694005078002,10
sample_349,Lactobacillus_iners_1,0.912300503773912,10
sample_350,Lactobacillus_iners_1,0.858621805728049,10
sample_351,Lactobacillus_iners_1,0.915358637590664,10
sample_352,Lactobacillus_iners_1,0.862584815788041,10
sample_353,Lactobacillus_iners_1,0.818038174109296,10
sample_354,Lactobacillus_iners_1,0.599765016787005,10
sample_355,Lactobacillus_iners_1,0.845445616539493,10
sample_356,Lactobacillus_iners_1,0.910951698032286,10
sample_357,Lactobacillus_gasseri_1,0.456105361431508,10
sample_358,Lactobacillus_iners_1,0.81938553358729,10
sample_359,Lactobacillus_iners_1,0.612491328950455,10
sample_360,Lactobacillus_iners_1,0.926581101732716,10
sample_361,Lactobacillus_iners_1,0.872560346046358,10
sample_362,Lactobacillus_iners_1,0.797219728175569,10
sample_363,Lactobacillus_iners_1,0.802026328664108,10
sample_364,Lactobacillus_iners_1,0.878926677682689,10
sample_365,Lactobacillus_iners_1,0.539352596921127,10
sample_366,Lactobacillus_iners_1,0.399269291875439,10
sample_367,Lactobacillus_iners_1,0.85074665117781,10
sample_368,Lactobacillus_iners_1,0.676705394518853,10
sample_369,Lactobacillus_iners_1,0.659296108979926,10
sample_370,Lactobacillus_iners_1,0.784123904824637,10
sample_371,Lactobacillus_iners_1,0.886422698002713,10
sample_372,Lactobacillus_iners_1,0.766767233922794,10
sample_373,Lactobacillus_iners_1,0.9212511369035,10
sample_374,Lactobacillus_iners_1,0.854749437486954,10
sample_375,Lactobacillus_iners_1,0.895995264423434,10
sample_376,Lactobacillus_iners_1,0.926620399159291,10
sample_377,Lactobacillus_iners_1,0.876489696944894,10
sample_378,Lactobacillus_iners_1,0.703923625131102,10
sample_379,Lactobacillus_iners_1,0.886234747626353,10
sample_380,Lactobacillus_iners_1,0.843247045024712,10
sample_381,Lactobacillus_iners_1,0.920454350253371,10
sample_382,Lactobacillus_iners_1,0.911255410523754,10
sample_383,Lactobacillus_iners_1,0.926747901140621,10
sample_384,Lactobacillus_iners_1,0.828887463713954,10
sample_385,Lactobacillus_iners_1,0.746320678150347,10
sample_386,Lactobacillus_iners_1,0.927524435678197,10
sample_387,Lactobacillus_iners_1,0.92807983727541,10
sample_388,Lactobacillus_iners_1,0.93942542966986,10
sample_389,Lactobacillus_iners_1,0.880092247996955,10
sample_390,Lactobacillus_iners_1,0.94061373739255,10
sample_391,Lactobacillus_iners_1,0.916799779218648,10
sample_392,Lactobacillus_iners_1,0.771655013530144,10
sample_393,Lactobacillus_iners_1,0.608680679388694,10
sample_394,Lactobacillus_iners_1,0.711586082330494,10
sample_395,Lactobacillus_iners_1,0.913872932873849,10
sample_396,Lactobacillus_iners_1,0.906295929278907,10
sample_397,Lactobacillus_iners_1,0.947536915748505,10
sample_398,Lactobacillus_iners_1,0.81280371360464,10
sample_399,Lactobacillus_iners_1,0.908890434501884,10
sample_400,Lactobacillus_iners_1,0.654201263798717,10
sample_401,Lactobacillus_iners_1,0.853163684975697,10
sample_402,Lactobacillus_iners_1,0.892364583281851,10
sample_403,Lactobacillus_iners_1,0.901630878397017,10
sample_404,Lactobacillus_iners_1,0.928364007216431,10
sample_405,Lactobacillus_iners_1,0.858635552266098,10
sample_406,Lactobacillus_iners_1,0.639269508354186,10
sample_407,Lactobacillus_iners_1,0.90747294570077,10
sample_408,Lactobacillus_iners_1,0.773778738291368,10
sample_409,Lactobacillus_iners_1,0.958570771734474,10
sample_410,Lactobacillus_iners_1,0.899958159630764,10
sample_411,Lactobacillus_iners_1,0.89294699525416,10
sample_412,Lactobacillus_iners_1,0.939524961345869,10
sample_413,Lactobacillus_iners_1,0.867620602499413,10
sample_414,Lactobacillus_iners_1,0.877451202012997,10
sample_415,Lactobacillus_iners_1,0.942455256433498,10
sample_416,Lactobacillus_iners_1,0.908076954512744,10
sample_417,Lactobacillus_iners_1,0.93910573027943,10
sample_418,Lactobacillus_iners_1,0.900840591508432,10
sample_419,Lactobacillus_iners_1,0.798064533161662,10
sample_420,Lactobacillus_iners_1,0.8059894042608,10
sample_421,Lactobacillus_iners_1,0.853222113820163,10
sample_422,Lactobacillus_iners_1,0.796077012932338,10
sample_423,Lactobacillus_iners_1,0.918291743626941,10
sample_424,Lactobacillus_iners_1,0.865318812616982,10
sample_425,Lactobacillus_iners_1,0.887166368388189,10
sample_426,Lactobacillus_iners_1,0.933847095267496,10
sample_427,Lactobacillus_iners_1,0.811488260573083,10
sample_428,Lactobacillus_iners_1,0.834886344204409,10
sample_429,Lactobacillus_iners_1,0.947227764939263,10
sample_430,Lactobacillus_iners_1,0.913177527962595,10
sample_431,Lactobacillus_iners_1,0.837851611102574,10
sample_432,Lactobacillus_iners_1,0.864906829232661,10
sample_433,Lactobacillus_iners_1,0.671649658529643,10
sample_434,Lactobacillus_iners_1,0.704406457810234,10
sample_435,Lactobacillus_iners_1,0.625132442269955,10
sample_436,Lactobacillus_iners_1,0.860110827215451,10
sample_437,Lactobacillus_iners_1,0.929830663508417,10
sample_438,Lactobacillus_iners_1,0.727562837326213,10
sample_439,Lactobacillus_iners_1,0.902148556501973,10
sample_440,Lactobacillus_iners_1,0.843200444420914,10
sample_441,Lactobacillus_iners_1,0.6899674533455,10
sample_442,Lactobacillus_iners_1,0.940026556825247,10
sample_443,Lactobacillus_iners_1,0.737203830942893,10
sample_444,Lactobacillus_iners_1,0.883072197420852,10
sample_445,Lactobacillus_iners_1,0.581941796066372,10
sample_446,Lactobacillus_iners_1,0.935784819436408,10
sample_447,Lactobacillus_iners_1,0.674714387123565,10
sample_448,Lactobacillus_iners_1,0.563766491963461,10
sample_449,Lactobacillus_iners_1,0.858500696872073,10
sample_450,Lactobacillus_iners_1,0.948254891428501,10
sample_451,Lactobacillus_iners_1,0.688354049834586,10
sample_452,Lactobacillus_iners_1,0.774095327638099,10
sample_453,Lactobacillus_iners_1,0.708304628851674,10
sample_454,Lactobacillus_iners_1,0.866052786088641,10
sample_455,Lactobacillus_iners_1,0.83425625714095,10
sample_456,Lactobacillus_iners_1,0.952453929248405,10
sample_457,Lactobacillus_iners_1,0.821249888976336,10
sample_458,Lactobacillus_iners_1,0.934578893255968,10
sample_459,Lactobacillus_iners_1,0.742864394680485,10
sample_460,Lactobacillus_iners_1,0.687068468394089,10
sample_461,Lactobacillus_iners_1,0.906405256134315,10
sample_462,Lactobacillus_iners_1,0.829427753443353,10
sample_463,Lactobacillus_iners_1,0.874439682864151,10
sample_464,Lactobacillus_iners_1,0.874457847003378,10
sample_465,Lactobacillus_iners_1,0.831611891208645,10
sample_466,Lactobacillus_iners_1,0.84707388474143,10
sample_467,Lactobacillus_iners_1,0.931053208904748,10
sample_468,Lactobacillus_iners_1,0.85719084594963,10
sample_469,Lactobacillus_iners_1,0.94977748961127,10
sample_470,Lactobacillus_iners_1,0.92664455773895,10
sample_471,Lactobacillus_iners_1,0.795149347901696,10
sample_472,Lactobacillus_iners_1,0.841806607223762,10
sample_473,Lactobacillus_iners_1,0.681007918938595,10
sample_474,Lactobacillus_iners_1,0.94736898483938,10
sample_475,Lactobacillus_iners_1,0.611560024818931,10
sample_476,Lactobacillus_iners_1,0.934691996395841,10
sample_477,Lactobacillus_iners_1,0.861894584636506,10
sample_478,Lactobacillus_iners_1,0.673002897450387,10
sample_479,Lactobacillus_iners_1,0.952087841966331,10
